flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,route,departure_date,arrival_date,departure_hour,arrival_hour,is_overnight
AI079,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,02:15:00,135.0,CCU → BLR,2026-04-20,2026-04-20,11,13,False
SJ018,SpiceJet,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,02:33:00,153.0,BOM → CCU,2026-04-20,2026-04-20,10,13,False
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,00:46:00,46.0,DEL → BLR,2026-04-20,2026-04-20,10,11,False
AI091,Air India,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,04:23:00,263.0,CCU → MAA,2026-04-20,2026-04-20,10,15,False
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,03:16:00,196.0,DEL → HYD,2026-04-20,2026-04-20,10,14,False
AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,01:02:00,62.0,BOM → CCU,2026-04-20,2026-04-20,10,11,False
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,00:45:00,45.0,HYD → MAA,2026-04-20,2026-04-20,10,11,False
AI146,Air India,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,03:06:00,186.0,BLR → DEL,2026-04-20,2026-04-20,10,13,False
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,01:43:00,103.0,MAA → BLR,2026-04-20,2026-04-20,10,12,False
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,01:00:00.298000,60.0,CCU → HYD,2026-04-20,2026-04-20,10,11,False
AI129,Air India,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,03:09:00,189.0,BOM → CCU,2026-04-20,2026-04-20,10,13,False
AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,02:27:00,147.0,MAA → DEL,2026-04-20,2026-04-20,10,12,False
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,01:26:00,86.0,BLR → CCU,2026-04-20,2026-04-20,10,11,False
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,03:12:00,192.0,BOM → DEL,2026-04-20,2026-04-20,10,13,False
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,04:50:00,290.0,BOM → CCU,2026-04-20,2026-04-20,10,14,False
SJ141,SpiceJet,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,03:37:00,217.0,CCU → DEL,2026-04-20,2026-04-20,10,13,False
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,03:13:00,193.0,HYD → DEL,2026-04-20,2026-04-20,10,13,False
SJ235,SpiceJet,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,03:48:00,228.0,BOM → DEL,2026-04-20,2026-04-20,9,13,False
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,03:28:00,208.0,HYD → MAA,2026-04-20,2026-04-20,9,13,False
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,01:50:00,110.0,BOM → BLR,2026-04-20,2026-04-20,9,11,False
SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,03:08:00,188.0,DEL → HYD,2026-04-20,2026-04-20,9,12,False
SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,01:37:00,97.0,MAA → BLR,2026-04-20,2026-04-20,9,11,False
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,02:13:00,133.0,HYD → BLR,2026-04-20,2026-04-20,9,11,False
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,04:11:00,251.0,HYD → DEL,2026-04-20,2026-04-20,9,13,False
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,02:27:00,147.0,CCU → DEL,2026-04-20,2026-04-20,9,11,False
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,01:17:00,77.0,HYD → CCU,2026-04-20,2026-04-20,9,10,False
AI044,UNKNOWN,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,03:33:00,213.0,MAA → BLR,2026-04-20,2026-04-20,9,12,False
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,04:30:00,270.0,DEL → BOM,2026-04-20,2026-04-20,8,13,False
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,04:07:00,247.0,HYD → BOM,2026-04-20,2026-04-20,8,12,False
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,05:00:00,300.0,MAA → CCU,2026-04-20,2026-04-20,8,13,False
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,00:35:00,35.0,HYD → DEL,2026-04-20,2026-04-20,8,9,False
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,00:36:00,36.0,MAA → BLR,2026-04-20,2026-04-20,8,9,False
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,03:14:00,194.0,BLR → BOM,2026-04-20,2026-04-20,8,11,False
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,04:21:00,261.0,BOM → CCU,2026-04-20,2026-04-20,8,12,False
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,00:48:00,48.0,BOM → DEL,2026-04-20,2026-04-20,8,9,False
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,01:15:00,75.0,BOM → HYD,2026-04-20,2026-04-20,8,9,False
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,03:47:00,227.0,BOM → CCU,2026-04-20,2026-04-20,8,12,False
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,01:00:00.297000,60.0,CCU → BOM,2026-04-20,2026-04-20,8,9,False
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,01:18:00,78.0,CCU → MAA,2026-04-20,2026-04-20,8,9,False
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,01:37:00,97.0,MAA → BLR,2026-04-20,2026-04-20,8,9,False
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,01:48:00,108.0,BLR → BOM,2026-04-20,2026-04-20,8,9,False
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,01:11:00,71.0,HYD → CCU,2026-04-20,2026-04-20,8,9,False
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,04:23:00,263.0,MAA → CCU,2026-04-20,2026-04-20,8,12,False
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,03:11:00,191.0,DEL → BLR,2026-04-20,2026-04-20,7,11,False
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,04:46:00,286.0,DEL → BOM,2026-04-20,2026-04-20,7,12,False
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,01:01:00,61.0,HYD → MAA,2026-04-20,2026-04-20,7,8,False
UK229,UNKNOWN,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,04:17:00,257.0,HYD → DEL,2026-04-20,2026-04-20,7,11,False
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,01:17:00,77.0,DEL → MAA,2026-04-20,2026-04-20,7,8,False
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,04:14:00,254.0,BOM → BLR,2026-04-20,2026-04-20,7,11,False
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,01:49:00,109.0,BOM → MAA,2026-04-20,2026-04-20,7,8,False
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,00:36:00,36.0,MAA → DEL,2026-04-20,2026-04-20,6,7,False
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,03:24:00,204.0,DEL → BLR,2026-04-20,2026-04-20,6,10,False
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,03:51:00,231.0,DEL → BLR,2026-04-20,2026-04-20,6,10,False
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,02:41:00,161.0,BLR → BOM,2026-04-20,2026-04-20,6,9,False
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,02:57:00,177.0,MAA → BLR,2026-04-20,2026-04-20,6,9,False
AI047,UNKNOWN,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,00:47:00,47.0,CCU → MAA,2026-04-20,2026-04-20,6,7,False
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,00:55:00,55.0,DEL → CCU,2026-04-20,2026-04-20,6,7,False
AI088,UNKNOWN,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,03:36:00,216.0,MAA → DEL,2026-04-20,2026-04-20,6,10,False
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,04:29:00,269.0,DEL → HYD,2026-04-20,2026-04-20,6,10,False
AI128,UNKNOWN,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,03:56:00,236.0,BOM → CCU,2026-04-20,2026-04-20,6,10,False
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,02:57:00,177.0,CCU → DEL,2026-04-20,2026-04-20,6,9,False
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,04:33:00,273.0,MAA → BLR,2026-04-20,2026-04-20,6,10,False
SJ138,UNKNOWN,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,00:48:00,48.0,BLR → BOM,2026-04-20,2026-04-20,5,6,False
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,04:43:00,283.0,DEL → BOM,2026-04-20,2026-04-20,5,10,False
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,04:03:00,243.0,BOM → CCU,2026-04-20,2026-04-20,5,9,False
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,00:39:00,39.0,BLR → DEL,2026-04-20,2026-04-20,5,6,False
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,03:04:00,184.0,MAA → BLR,2026-04-20,2026-04-20,5,8,False
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,02:11:00,131.0,CCU → DEL,2026-04-20,2026-04-20,5,7,False
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,01:25:00,85.0,CCU → DEL,2026-04-20,2026-04-20,5,6,False
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,02:17:00,137.0,CCU → BLR,2026-04-20,2026-04-20,4,7,False
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,04:23:00,263.0,BOM → CCU,2026-04-20,2026-04-20,4,9,False
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,01:47:00,107.0,BLR → BOM,2026-04-20,2026-04-20,4,6,False
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,03:43:00,223.0,DEL → BLR,2026-04-20,2026-04-20,4,8,False
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,02:32:00,152.0,CCU → BLR,2026-04-20,2026-04-20,4,7,False
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,01:47:00,107.0,MAA → BLR,2026-04-20,2026-04-20,4,6,False
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,03:46:00,226.0,BLR → MAA,2026-04-20,2026-04-20,4,8,False
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,00:50:00,50.0,HYD → CCU,2026-04-20,2026-04-20,4,5,False
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,01:12:00,72.0,BLR → HYD,2026-04-20,2026-04-20,4,5,False
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,03:57:00,237.0,MAA → HYD,2026-04-20,2026-04-20,4,7,False
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,04:10:00,250.0,BLR → CCU,2026-04-20,2026-04-20,3,8,False
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,01:48:00,108.0,DEL → BLR,2026-04-20,2026-04-20,3,5,False
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,00:37:00,37.0,CCU → BLR,2026-04-20,2026-04-20,3,4,False
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,03:00:00,180.0,HYD → DEL,2026-04-20,2026-04-20,3,6,False
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,297.0,DEL → CCU,2026-04-20,2026-04-20,3,8,False
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,00:47:00,47.0,BOM → DEL,2026-04-20,2026-04-20,3,4,False
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,01:48:00,108.0,CCU → DEL,2026-04-20,2026-04-20,3,5,False
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,03:13:00,193.0,CCU → BLR,2026-04-20,2026-04-20,3,6,False
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,279.0,BOM → DEL,2026-04-20,2026-04-20,3,8,False
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,01:48:00,108.0,BLR → BOM,2026-04-20,2026-04-20,3,5,False
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,00:38:00,38.0,BLR → BOM,2026-04-20,2026-04-20,3,4,False
6F250,UNKNOWN,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,04:04:00,244.0,DEL → BLR,2026-04-20,2026-04-20,3,7,False
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,03:19:00,199.0,BOM → BLR,2026-04-20,2026-04-20,3,6,False
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,258.0,BOM → MAA,2026-04-20,2026-04-20,3,7,False
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,02:42:00,162.0,DEL → CCU,2026-04-20,2026-04-20,3,6,False
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,228.0,CCU → BOM,2026-04-20,2026-04-20,3,7,False
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,286.0,BOM → MAA,2026-04-20,2026-04-20,3,7,False
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,227.0,BOM → HYD,2026-04-20,2026-04-20,3,6,False
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,00:35:00,35.0,HYD → MAA,2026-04-20,2026-04-20,3,3,False
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,01:22:00,82.0,BLR → BOM,2026-04-20,2026-04-20,3,4,False
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,02:03:00,123.0,DEL → MAA,2026-04-20,2026-04-20,2,5,False
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,00:49:00,49.0,MAA → BLR,2026-04-20,2026-04-20,2,3,False
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,01:33:00,93.0,MAA → HYD,2026-04-20,2026-04-20,2,4,False
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,02:00:00.298000,120.0,BOM → BLR,2026-04-20,2026-04-20,2,4,False
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,02:50:00,170.0,BOM → CCU,2026-04-20,2026-04-20,2,5,False
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,00:43:00,43.0,DEL → HYD,2026-04-20,2026-04-20,2,3,False
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,04:15:00,255.0,HYD → MAA,2026-04-20,2026-04-20,2,6,False
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,02:34:00,154.0,MAA → BOM,2026-04-20,2026-04-20,2,4,False
6F250,UNKNOWN,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,00:33:00,33.0,CCU → BLR,2026-04-20,2026-04-20,2,2,False
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,03:12:00,192.0,BOM → CCU,2026-04-20,2026-04-20,2,5,False
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,283.0,CCU → BLR,2026-04-20,2026-04-20,2,6,False
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,280.0,CCU → BOM,2026-04-20,2026-04-20,2,6,False
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,03:59:00,239.0,CCU → DEL,2026-04-20,2026-04-20,2,6,False
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,02:22:00,142.0,HYD → MAA,2026-04-20,2026-04-20,2,4,False
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,04:37:00,277.0,BOM → BLR,2026-04-20,2026-04-20,2,6,False
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,04:13:00,253.0,DEL → BLR,2026-04-20,2026-04-20,1,6,False
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,03:44:00,224.0,DEL → BLR,2026-04-20,2026-04-20,1,5,False
AI009,UNKNOWN,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,02:34:00,154.0,DEL → CCU,2026-04-20,2026-04-20,1,4,False
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,03:41:00,221.0,DEL → BLR,2026-04-20,2026-04-20,1,5,False
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,00:55:00,55.0,MAA → BLR,2026-04-20,2026-04-20,1,2,False
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,01:35:00,95.0,BOM → CCU,2026-04-20,2026-04-20,1,2,False
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,02:37:00,157.0,BOM → DEL,2026-04-20,2026-04-20,1,3,False
AI226,UNKNOWN,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,02:49:00,169.0,BLR → HYD,2026-04-20,2026-04-20,1,4,False
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,01:24:00,84.0,BOM → CCU,2026-04-20,2026-04-20,1,2,False
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,02:29:00,149.0,BOM → CCU,2026-04-20,2026-04-20,1,3,False
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,03:13:00,193.0,DEL → CCU,2026-04-20,2026-04-20,0,4,False
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,04:41:00,281.0,CCU → BOM,2026-04-20,2026-04-20,0,5,False
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,02:36:00,156.0,BLR → HYD,2026-04-20,2026-04-20,0,3,False
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,05:00:00,300.0,DEL → CCU,2026-04-20,2026-04-20,0,5,False
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,01:58:00,118.0,BOM → MAA,2026-04-20,2026-04-20,0,2,False
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,03:55:00,235.0,BLR → BOM,2026-04-20,2026-04-20,0,4,False
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,04:51:00,291.0,CCU → BLR,2026-04-20,2026-04-20,0,5,False
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,04:30:00,270.0,BOM → CCU,2026-04-20,2026-04-20,0,4,False
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,03:22:00,202.0,BLR → BOM,2026-04-19,2026-04-20,23,3,True
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,03:51:00,231.0,DEL → BLR,2026-04-19,2026-04-20,23,3,True
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,01:44:00,104.0,BOM → MAA,2026-04-19,2026-04-20,23,1,True
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,01:53:00,113.0,HYD → DEL,2026-04-19,2026-04-20,23,1,True
6F272,UNKNOWN,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,00:47:00,47.0,HYD → MAA,2026-04-19,2026-04-20,23,0,True
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,01:31:00,91.0,BOM → CCU,2026-04-19,2026-04-20,23,1,True
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,03:01:00,181.0,HYD → DEL,2026-04-19,2026-04-20,23,2,True
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,01:54:00,114.0,BLR → CCU,2026-04-19,2026-04-20,23,1,True
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,03:01:00,181.0,DEL → MAA,2026-04-19,2026-04-20,23,2,True
SJ029,UNKNOWN,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,01:27:00,87.0,HYD → DEL,2026-04-19,2026-04-20,22,0,True
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,03:45:00,225.0,CCU → DEL,2026-04-19,2026-04-20,22,2,True
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,03:27:00,207.0,BLR → HYD,2026-04-19,2026-04-20,22,2,True
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,01:36:00,96.0,MAA → BLR,2026-04-19,2026-04-20,22,0,True
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,03:20:00,200.0,HYD → DEL,2026-04-19,2026-04-20,22,2,True
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,01:56:00,116.0,HYD → BLR,2026-04-19,2026-04-20,22,0,True
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,01:07:00,67.0,HYD → MAA,2026-04-19,2026-04-19,22,23,False
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,04:42:00,282.0,BOM → CCU,2026-04-19,2026-04-20,22,3,True
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,04:09:00,249.0,BLR → BOM,2026-04-19,2026-04-20,22,2,True
SJ099,UNKNOWN,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,02:20:00,140.0,MAA → BLR,2026-04-19,2026-04-20,22,0,True
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,01:33:00,93.0,BOM → CCU,2026-04-19,2026-04-19,22,23,False
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,04:18:00,258.0,BOM → HYD,2026-04-19,2026-04-20,22,2,True
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,00:32:00,32.0,CCU → DEL,2026-04-19,2026-04-19,21,22,False
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,03:50:00,230.0,BOM → HYD,2026-04-19,2026-04-20,21,1,True
6F260,UNKNOWN,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,03:23:00,203.0,CCU → DEL,2026-04-19,2026-04-20,21,1,True
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,04:58:00,298.0,CCU → DEL,2026-04-19,2026-04-20,21,2,True
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,04:19:00,259.0,MAA → BLR,2026-04-19,2026-04-20,21,2,True
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,03:03:00,183.0,HYD → MAA,2026-04-19,2026-04-20,21,0,True
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,02:28:00,148.0,BOM → MAA,2026-04-19,2026-04-20,21,0,True
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,01:12:00,72.0,BOM → CCU,2026-04-19,2026-04-19,21,22,False
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,02:45:00,165.0,BLR → CCU,2026-04-19,2026-04-20,21,0,True
